City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
247,Saint-Francois,FR,2022-07-07 16:09:47,46.4154,3.9054,74.64,50,100,11.5,overcast clouds
248,Muros,ES,2022-07-07 16:12:07,42.7762,-9.0603,87.1,53,0,15.01,clear sky
249,Atbasar,KZ,2022-07-07 16:12:07,51.8,68.3333,61.5,80,98,9.75,overcast clouds
250,Karaton,ID,2022-07-07 16:12:07,-6.3424,106.1045,74.52,92,34,1.3,scattered clouds
251,Kalmunai,LK,2022-07-07 16:12:08,7.4167,81.8167,84.11,66,100,1.66,overcast clouds
252,Liwale,TZ,2022-07-07 16:12:08,-9.7667,37.9333,71.89,54,82,3.33,broken clouds
253,Iranshahr,IR,2022-07-07 16:12:09,27.2025,60.6848,95.34,41,40,9.22,scattered clouds
254,Opuwo,NA,2022-07-07 16:12:09,-18.0607,13.84,77.14,17,0,9.93,clear sky
255,Marieville,CA,2022-07-07 16:12:09,45.4334,-73.1658,75.78,51,2,2.42,clear sky
256,Nueve De Julio,AR,2022-07-07 16:12:10,-35.4444,-60.8831,55.72,21,0,10.33,clear sky
257,Marawi,PH,2022-07-07 16:12:11,7.9986,124.2928,70.29,93,100,4.99,overcast clouds
258,Mecca,SA,2022-07-07 16:12:11,21.4267,39.8261,95.47,18,34,14.25,scattered clouds
259,Kutum,SD,2022-07-07 16:12:11,14.2,24.6667,92.88,12,13,11.32,few clouds
260,Acari,PE,2022-07-07 16:12:12,-15.4311,-74.6158,73.27,49,5,6.02,clear sky
